TIME,TEMP_OB,TEMP_LOZ,REL_OB,REL_LOZ
Sat Apr 16 20:58:23 2022,10.5,26.5,True,False
Sat Apr 16 20:58:53 2022,10.5,26.5,True,False
Sat Apr 16 20:59:23 2022,10.5,26.5,True,False
Sat Apr 16 20:59:53 2022,10.5,26.5,True,False
Sat Apr 16 21:00:23 2022,10.5,26.5,True,False
Sat Apr 16 21:00:53 2022,10.4,26.5,True,False
Sat Apr 16 21:01:23 2022,10.4,26.5,True,False
Sat Apr 16 21:01:53 2022,10.4,26.6,True,False
Sat Apr 16 21:02:23 2022,10.4,26.6,True,False
Sat Apr 16 21:02:53 2022,10.4,26.6,True,False
Sat Apr 16 21:03:23 2022,10.4,26.6,True,False
Sat Apr 16 21:03:53 2022,10.4,26.6,True,False
Sat Apr 16 21:04:23 2022,10.3,26.6,True,False
Sat Apr 16 21:04:53 2022,10.4,26.6,True,False
Sat Apr 16 21:05:23 2022,10.3,26.6,True,False
Sat Apr 16 21:05:53 2022,10.3,26.6,True,False
Sat Apr 16 21:06:23 2022,10.3,26.6,True,False
Sat Apr 16 21:06:53 2022,10.2,26.6,True,False
Sat Apr 16 21:07:23 2022,10.2,26.6,True,False
Sat Apr 16 21:07:53 2022,10.2,26.6,True,False
Sat Apr 16 21:08:23 2022,10.2,26.6,True,False
Sat Apr 16 21:08:53 2022,10.2,26.6,True,False
Sat Apr 16 21:09:23 2022,10.2,26.6,True,False
Sat Apr 16 21:09:53 2022,10.2,26.6,True,False
Sat Apr 16 21:10:23 2022,10.2,26.6,True,False
Sat Apr 16 21:10:53 2022,10.2,26.6,True,False
Sat Apr 16 21:11:23 2022,10.2,26.6,True,False
Sat Apr 16 21:11:53 2022,10.2,26.6,True,False
Sat Apr 16 21:12:23 2022,10.1,26.6,True,False
Sat Apr 16 21:12:53 2022,10.1,26.6,True,False
Sat Apr 16 21:13:23 2022,10.1,26.6,True,False
Sat Apr 16 21:13:53 2022,10.0,26.6,True,False
Sat Apr 16 21:14:23 2022,10.0,26.6,True,False
Sat Apr 16 21:14:53 2022,9.9,26.6,True,False
Sat Apr 16 21:15:23 2022,10.0,26.6,True,False
Sat Apr 16 21:15:53 2022,9.9,26.6,True,False
Sat Apr 16 21:16:23 2022,9.9,26.6,True,False
Sat Apr 16 21:16:53 2022,9.8,26.6,True,False
Sat Apr 16 21:17:23 2022,9.8,26.6,True,False
Sat Apr 16 21:17:53 2022,9.8,26.6,True,False
Sat Apr 16 21:18:23 2022,9.8,26.6,True,False
Sat Apr 16 21:18:53 2022,9.8,26.6,True,False
Sat Apr 16 21:19:23 2022,9.8,26.6,True,False
Sat Apr 16 21:19:53 2022,9.8,26.6,True,False
Sat Apr 16 21:20:23 2022,9.9,26.7,True,False
Sat Apr 16 21:20:53 2022,9.9,26.7,True,False
Sat Apr 16 21:21:23 2022,9.9,26.7,True,False
Sat Apr 16 21:21:53 2022,9.9,26.7,True,False
Sat Apr 16 21:22:23 2022,9.8,26.7,True,False
Sat Apr 16 21:22:53 2022,9.8,26.7,True,False
Sat Apr 16 21:23:23 2022,9.8,26.7,True,False
Sat Apr 16 21:23:53 2022,9.8,26.7,True,False
Sat Apr 16 21:24:23 2022,9.8,26.7,True,False
Sat Apr 16 21:24:53 2022,9.8,26.7,True,False
Sat Apr 16 21:25:23 2022,9.8,26.7,True,False
Sat Apr 16 21:25:53 2022,9.8,26.6,True,False
Sat Apr 16 21:26:23 2022,9.8,26.7,True,False
Sat Apr 16 21:26:53 2022,9.8,26.7,True,False
Sat Apr 16 21:27:23 2022,9.8,26.7,True,False
Sat Apr 16 21:27:53 2022,9.7,26.7,True,False
Sat Apr 16 21:28:23 2022,9.7,26.7,True,False
Sat Apr 16 21:28:53 2022,9.7,26.7,True,False
Sat Apr 16 21:29:23 2022,9.7,26.7,True,False
Sat Apr 16 21:29:53 2022,9.6,26.7,True,False
Sat Apr 16 21:30:23 2022,9.6,26.7,True,False
